nazione,anno,classificazione_settore,variazione_settore_annua
IE,2023,"Manufacture of motor vehicles, trailers and semi-trailers",25.2
IE,2024,"Manufacture of motor vehicles, trailers and semi-trailers",17.8
IE,2015,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",29.2
IE,2016,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",5.4
IE,2017,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",13.2
IE,2018,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",29.8
IE,2019,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",15.1
IE,2020,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",-16.3
IE,2021,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",28.2
IE,2022,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",-43.2
IE,2023,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",29.4
IE,2024,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",16.5
IE,2015,Manufacture of other non-metallic mineral products,11.0
IE,2016,Manufacture of other non-metallic mineral products,7.7
IE,2017,Manufacture of other non-metallic mineral products,19.7
IE,2018,Manufacture of other non-metallic mineral products,-15.0
IE,2019,Manufacture of other non-metallic mineral products,28.0
IE,2020,Manufacture of other non-metallic mineral products,-32.2
IE,2021,Manufacture of other non-metallic mineral products,25.8
IE,2022,Manufacture of other non-metallic mineral products,-12.9
IE,2023,Manufacture of other non-metallic mineral products,25.4
IE,2024,Manufacture of other non-metallic mineral products,13.3
IE,2015,Manufacture of other transport equipment,-11.9
IE,2016,Manufacture of other transport equipment,234.7
IE,2017,Manufacture of other transport equipment,132.7
IE,2018,Manufacture of other transport equipment,-40.1
IE,2019,Manufacture of other transport equipment,85.0
IE,2020,Manufacture of other transport equipment,28.9
IE,2021,Manufacture of other transport equipment,33.6
IE,2022,Manufacture of other transport equipment,-48.5
IE,2023,Manufacture of other transport equipment,42.0
IE,2024,Manufacture of other transport equipment,13.0
IE,2015,Manufacture of paper and paper products,-27.5
IE,2016,Manufacture of paper and paper products,13.5
IE,2017,Manufacture of paper and paper products,38.7
IE,2018,Manufacture of paper and paper products,-12.7
IE,2019,Manufacture of paper and paper products,-35.3
IE,2020,Manufacture of paper and paper products,-3.3
IE,2021,Manufacture of paper and paper products,11.2
IE,2022,Manufacture of paper and paper products,-24.0
IE,2023,Manufacture of paper and paper products,-32.5
IE,2024,Manufacture of paper and paper products,-36.8
IE,2015,Manufacture of rubber and plastic products,0.1
IE,2016,Manufacture of rubber and plastic products,68.2
IE,2017,Manufacture of rubber and plastic products,-18.5
IE,2018,Manufacture of rubber and plastic products,23.6
IE,2019,Manufacture of rubber and plastic products,-7.8
IE,2020,Manufacture of rubber and plastic products,0.0
IE,2021,Manufacture of rubber and plastic products,-28.9
IE,2022,Manufacture of rubber and plastic products,7.0
IE,2023,Manufacture of rubber and plastic products,22.0
IE,2024,Manufacture of rubber and plastic products,-11.8
IE,2015,Manufacture of rubber and plastic products and other non-metallic mineral products,6.6
IE,2016,Manufacture of rubber and plastic products and other non-metallic mineral products,31.0
IE,2017,Manufacture of rubber and plastic products and other non-metallic mineral products,0.9
IE,2018,Manufacture of rubber and plastic products and other non-metallic mineral products,0.4
IE,2019,Manufacture of rubber and plastic products and other non-metallic mineral products,10.4
IE,2020,Manufacture of rubber and plastic products and other non-metallic mineral products,-19.0
IE,2021,Manufacture of rubber and plastic products and other non-metallic mineral products,-1.8
IE,2022,Manufacture of rubber and plastic products and other non-metallic mineral products,-5.6
IE,2023,Manufacture of rubber and plastic products and other non-metallic mineral products,24.0
IE,2024,Manufacture of rubber and plastic products and other non-metallic mineral products,3.1
IE,2015,"Manufacture of textiles, wearing apparel, leather and related products",-8.5
IE,2016,"Manufacture of textiles, wearing apparel, leather and related products",-22.4
IE,2017,"Manufacture of textiles, wearing apparel, leather and related products",-9.1
IE,2018,"Manufacture of textiles, wearing apparel, leather and related products",-1.2
IE,2019,"Manufacture of textiles, wearing apparel, leather and related products",-17.2
IE,2020,"Manufacture of textiles, wearing apparel, leather and related products",-19.5
IE,2021,"Manufacture of textiles, wearing apparel, leather and related products",24.7
IE,2022,"Manufacture of textiles, wearing apparel, leather and related products",77.5
IE,2023,"Manufacture of textiles, wearing apparel, leather and related products",-32.7
IE,2024,"Manufacture of textiles, wearing apparel, leather and related products",3.3
IE,2015,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-7.0
IE,2016,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",13.9
IE,2017,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.3
IE,2018,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-19.5
IE,2019,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.4
IE,2020,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-24.8
IE,2021,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-14.6
IE,2022,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",35.9
IE,2023,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",7.8
IE,2024,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-5.0
IE,2015,"Manufacture of wood, paper, printing and reproduction",-9.8
IE,2016,"Manufacture of wood, paper, printing and reproduction",9.6
IE,2017,"Manufacture of wood, paper, printing and reproduction",11.8
IE,2018,"Manufacture of wood, paper, printing and reproduction",-15.1
IE,2019,"Manufacture of wood, paper, printing and reproduction",-12.1
IE,2020,"Manufacture of wood, paper, printing and reproduction",-8.1
IE,2021,"Manufacture of wood, paper, printing and reproduction",-2.5
IE,2022,"Manufacture of wood, paper, printing and reproduction",-13.7
IE,2023,"Manufacture of wood, paper, printing and reproduction",-11.2
IE,2024,"Manufacture of wood, paper, printing and reproduction",28.0
IE,2015,Manufacturing,4.6
IE,2016,Manufacturing,9.0
IE,2017,Manufacturing,2.8
IE,2018,Manufacturing,0.3
IE,2019,Manufacturing,2.5
IE,2020,Manufacturing,-1.6
IE,2021,Manufacturing,8.0
IE,2022,Manufacturing,1.9
IE,2023,Manufacturing,-2.7
IE,2024,Manufacturing,0.0
IE,2015,Mining and quarrying,5.1
IE,2016,Mining and quarrying,-20.2
IE,2017,Mining and quarrying,31.2
IE,2018,Mining and quarrying,-14.7
IE,2019,Mining and quarrying,25.5
IE,2020,Mining and quarrying,-25.8
IE,2021,Mining and quarrying,-12.7
IE,2022,Mining and quarrying,18.1
IE,2023,Mining and quarrying,-8.6
IE,2024,Mining and quarrying,9.6
IE,2015,"Motion picture, video, television programme production; programming and broadcasting activities",-21.0
IE,2016,"Motion picture, video, television programme production; programming and broadcasting activities",22.7
IE,2017,"Motion picture, video, television programme production; programming and broadcasting activities",17.0
IE,2018,"Motion picture, video, television programme production; programming and broadcasting activities",-8.9
IE,2019,"Motion picture, video, television programme production; programming and broadcasting activities",21.7
IE,2020,"Motion picture, video, television programme production; programming and broadcasting activities",-29.1
IE,2021,"Motion picture, video, television programme production; programming and broadcasting activities",24.9
IE,2022,"Motion picture, video, television programme production; programming and broadcasting activities",12.6
IE,2023,"Motion picture, video, television programme production; programming and broadcasting activities",-7.4
IE,2024,"Motion picture, video, television programme production; programming and broadcasting activities",-13.7
IE,2015,Other personal service activities,-1.3
IE,2016,Other personal service activities,10.2
IE,2017,Other personal service activities,7.1
IE,2018,Other personal service activities,2.5
IE,2019,Other personal service activities,0.4
IE,2020,Other personal service activities,-38.0
IE,2021,Other personal service activities,17.6
IE,2022,Other personal service activities,40.5
IE,2023,Other personal service activities,-4.6
IE,2024,Other personal service activities,-3.5
IE,2015,"Other professional, scientific and technical activities; veterinary activities",-0.1
IE,2016,"Other professional, scientific and technical activities; veterinary activities",3.1
