nazione,anno,classificazione_settore,variazione_settore_annua
AT,2019,Manufacture of rubber and plastic products and other non-metallic mineral products,0.8
AT,2020,Manufacture of rubber and plastic products and other non-metallic mineral products,-7.6
AT,2021,Manufacture of rubber and plastic products and other non-metallic mineral products,4.2
AT,2022,Manufacture of rubber and plastic products and other non-metallic mineral products,1.2
AT,2023,Manufacture of rubber and plastic products and other non-metallic mineral products,-1.0
AT,2024,Manufacture of rubber and plastic products and other non-metallic mineral products,-2.1
AT,2015,"Manufacture of textiles, wearing apparel, leather and related products",-4.1
AT,2016,"Manufacture of textiles, wearing apparel, leather and related products",-5.8
AT,2017,"Manufacture of textiles, wearing apparel, leather and related products",-2.5
AT,2018,"Manufacture of textiles, wearing apparel, leather and related products",-1.3
AT,2019,"Manufacture of textiles, wearing apparel, leather and related products",-4.5
AT,2020,"Manufacture of textiles, wearing apparel, leather and related products",-10.2
AT,2021,"Manufacture of textiles, wearing apparel, leather and related products",3.1
AT,2022,"Manufacture of textiles, wearing apparel, leather and related products",-0.4
AT,2023,"Manufacture of textiles, wearing apparel, leather and related products",-3.3
AT,2024,"Manufacture of textiles, wearing apparel, leather and related products",-3.9
AT,2015,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-1.8
AT,2016,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.5
AT,2017,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-0.2
AT,2018,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.7
AT,2019,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.8
AT,2020,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-4.4
AT,2021,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.0
AT,2022,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-0.3
AT,2023,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-3.8
AT,2024,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-2.2
AT,2015,"Manufacture of wood, paper, printing and reproduction",-1.6
AT,2016,"Manufacture of wood, paper, printing and reproduction",0.1
AT,2017,"Manufacture of wood, paper, printing and reproduction",-1.2
AT,2018,"Manufacture of wood, paper, printing and reproduction",-0.7
AT,2019,"Manufacture of wood, paper, printing and reproduction",0.6
AT,2020,"Manufacture of wood, paper, printing and reproduction",-5.8
AT,2021,"Manufacture of wood, paper, printing and reproduction",3.3
AT,2022,"Manufacture of wood, paper, printing and reproduction",0.0
AT,2023,"Manufacture of wood, paper, printing and reproduction",-3.8
AT,2024,"Manufacture of wood, paper, printing and reproduction",-1.8
AT,2015,Manufacturing,-0.1
AT,2016,Manufacturing,0.4
AT,2017,Manufacturing,0.9
AT,2018,Manufacturing,2.0
AT,2019,Manufacturing,1.0
AT,2020,Manufacturing,-5.5
AT,2021,Manufacturing,5.0
AT,2022,Manufacturing,1.5
AT,2023,Manufacturing,0.9
AT,2024,Manufacturing,-0.1
AT,2015,Mining and quarrying,-0.2
AT,2016,Mining and quarrying,-2.5
AT,2017,Mining and quarrying,2.7
AT,2018,Mining and quarrying,-1.1
AT,2019,Mining and quarrying,3.6
AT,2020,Mining and quarrying,-5.8
AT,2021,Mining and quarrying,-4.3
AT,2022,Mining and quarrying,-1.3
AT,2023,Mining and quarrying,-3.9
AT,2024,Mining and quarrying,0.2
AT,2015,"Motion picture, video, television programme production; programming and broadcasting activities",1.8
AT,2016,"Motion picture, video, television programme production; programming and broadcasting activities",0.7
AT,2017,"Motion picture, video, television programme production; programming and broadcasting activities",-0.2
AT,2018,"Motion picture, video, television programme production; programming and broadcasting activities",1.3
AT,2019,"Motion picture, video, television programme production; programming and broadcasting activities",1.3
AT,2020,"Motion picture, video, television programme production; programming and broadcasting activities",-11.3
AT,2021,"Motion picture, video, television programme production; programming and broadcasting activities",7.6
AT,2022,"Motion picture, video, television programme production; programming and broadcasting activities",0.1
AT,2023,"Motion picture, video, television programme production; programming and broadcasting activities",4.7
AT,2024,"Motion picture, video, television programme production; programming and broadcasting activities",1.1
AT,2015,Other personal service activities,-0.4
AT,2016,Other personal service activities,0.3
AT,2017,Other personal service activities,7.3
AT,2018,Other personal service activities,5.3
AT,2019,Other personal service activities,2.3
AT,2020,Other personal service activities,-17.1
AT,2021,Other personal service activities,-7.9
AT,2022,Other personal service activities,16.0
AT,2023,Other personal service activities,5.2
AT,2024,Other personal service activities,4.1
AT,2015,"Other professional, scientific and technical activities; veterinary activities",2.2
AT,2016,"Other professional, scientific and technical activities; veterinary activities",6.1
AT,2017,"Other professional, scientific and technical activities; veterinary activities",5.3
AT,2018,"Other professional, scientific and technical activities; veterinary activities",2.5
AT,2019,"Other professional, scientific and technical activities; veterinary activities",3.5
AT,2020,"Other professional, scientific and technical activities; veterinary activities",-6.1
AT,2021,"Other professional, scientific and technical activities; veterinary activities",3.3
AT,2022,"Other professional, scientific and technical activities; veterinary activities",1.5
AT,2023,"Other professional, scientific and technical activities; veterinary activities",4.8
AT,2024,"Other professional, scientific and technical activities; veterinary activities",-0.2
AT,2015,Other service activities,-1.4
AT,2016,Other service activities,0.5
AT,2017,Other service activities,8.6
AT,2018,Other service activities,5.1
AT,2019,Other service activities,0.9
AT,2020,Other service activities,-14.9
AT,2021,Other service activities,-6.9
AT,2022,Other service activities,9.2
AT,2023,Other service activities,7.8
AT,2024,Other service activities,1.2
AT,2015,Postal and courier activities,-1.4
AT,2016,Postal and courier activities,6.0
AT,2017,Postal and courier activities,-3.8
AT,2018,Postal and courier activities,6.9
AT,2019,Postal and courier activities,-4.2
AT,2020,Postal and courier activities,-2.3
AT,2021,Postal and courier activities,6.4
AT,2022,Postal and courier activities,-1.1
AT,2023,Postal and courier activities,-4.0
AT,2024,Postal and courier activities,3.1
AT,2015,Printing and reproduction of recorded media,-2.0
AT,2016,Printing and reproduction of recorded media,-2.0
AT,2017,Printing and reproduction of recorded media,-5.7
AT,2018,Printing and reproduction of recorded media,-6.3
AT,2019,Printing and reproduction of recorded media,-2.6
AT,2020,Printing and reproduction of recorded media,-17.9
AT,2021,Printing and reproduction of recorded media,2.8
AT,2022,Printing and reproduction of recorded media,0.4
AT,2023,Printing and reproduction of recorded media,-3.4
AT,2024,Printing and reproduction of recorded media,-2.8
AT,2015,"Professional, scientific and technical activities",0.8
AT,2016,"Professional, scientific and technical activities",0.6
AT,2017,"Professional, scientific and technical activities",2.3
AT,2018,"Professional, scientific and technical activities",1.5
AT,2019,"Professional, scientific and technical activities",3.8
AT,2020,"Professional, scientific and technical activities",-4.6
AT,2021,"Professional, scientific and technical activities",6.9
AT,2022,"Professional, scientific and technical activities",0.6
AT,2023,"Professional, scientific and technical activities",2.7
AT,2024,"Professional, scientific and technical activities",0.0
AT,2015,"Professional, scientific and technical activities; administrative and support service activities",-0.4
AT,2016,"Professional, scientific and technical activities; administrative and support service activities",3.0
AT,2017,"Professional, scientific and technical activities; administrative and support service activities",4.7
AT,2018,"Professional, scientific and technical activities; administrative and support service activities",2.6
AT,2019,"Professional, scientific and technical activities; administrative and support service activities",2.6
AT,2020,"Professional, scientific and technical activities; administrative and support service activities",-10.1
AT,2021,"Professional, scientific and technical activities; administrative and support service activities",8.3
AT,2022,"Professional, scientific and technical activities; administrative and support service activities",2.7
AT,2023,"Professional, scientific and technical activities; administrative and support service activities",0.6
AT,2024,"Professional, scientific and technical activities; administrative and support service activities",-0.9
AT,2015,Public administration and defence; compulsory social security,-0.1
AT,2016,Public administration and defence; compulsory social security,2.5
